timestamps,TP9,AF7,AF8,TP10,Right AUX
1776091778.188,-193.848,-48.828,-40.039,-84.473,0.000
1776091778.192,-349.609,-53.711,-44.434,-108.398,0.000
1776091778.195,-28.809,-56.641,-45.410,-41.016,0.000
1776091778.199,188.477,-52.246,-44.922,8.301,0.000
1776091778.203,-89.844,-45.898,-39.551,-37.109,0.000
1776091778.207,-367.188,-50.781,-29.297,-73.730,0.000
1776091778.211,-134.277,-52.246,-31.738,-22.461,0.000
1776091778.215,193.359,-51.270,-34.180,34.668,0.000
1776091778.219,9.766,-50.781,-37.109,-13.672,0.000
1776091778.223,-352.539,-55.176,-39.551,-82.031,0.000
1776091778.227,-234.375,-55.664,-38.086,-43.457,0.000
1776091778.230,145.020,-46.387,-37.598,26.855,0.000
1776091778.235,106.934,-36.133,-36.133,16.602,0.000
1776091778.239,-280.273,-39.551,-33.203,-51.758,0.000
1776091778.242,-313.965,-50.293,-24.414,-56.152,0.000
1776091778.246,57.617,-58.594,-35.156,4.395,0.000
1776091778.250,173.828,-50.293,-51.270,15.625,0.000
1776091778.254,-167.969,-47.363,-49.805,-44.434,0.000
1776091778.258,-354.492,-54.688,-44.922,-61.523,0.000
1776091778.262,-37.109,-50.781,-41.016,2.930,0.000
1776091778.266,207.031,-39.551,-39.551,32.715,0.000
1776091778.270,-50.781,-39.551,-33.203,-15.137,0.000
1776091778.273,-348.633,-52.734,-22.949,-57.129,0.000
1776091778.277,-148.926,-54.199,-29.785,-21.484,0.000
1776091778.282,199.707,-37.598,-35.645,36.621,0.000
1776091778.285,62.012,-36.133,-30.273,9.766,0.000
1776091778.289,-317.871,-47.852,-29.297,-57.617,0.000
1776091778.293,-250.000,-47.852,-37.598,-46.387,0.000
1776091778.297,131.836,-40.527,-38.086,18.066,0.000
1776091778.301,136.230,-40.527,-23.926,26.367,0.000
1776091778.305,-233.887,-47.363,-16.113,-35.156,0.000
1776091778.309,-316.895,-43.945,-21.484,-63.965,0.000
1776091778.313,44.922,-28.809,-24.414,-6.836,0.000
1776091778.317,196.289,-30.762,-33.203,14.648,0.000
1776091778.320,-137.695,-45.898,-42.969,-58.105,0.000
1776091778.324,-365.234,-47.852,-42.480,-101.562,0.000
1776091778.328,-84.961,-46.875,-39.551,-40.039,0.000
1776091778.332,196.289,-48.828,-38.574,0.977,0.000
1776091778.336,-38.574,-55.176,-40.527,-54.688,0.000
1776091778.340,-362.793,-54.199,-38.086,-100.586,0.000
1776091778.344,-172.852,-46.875,-29.785,-54.199,0.000
1776091778.348,177.246,-49.805,-32.227,7.812,0.000
1776091778.352,62.988,-55.176,-39.551,-16.602,0.000
1776091778.356,-321.777,-45.410,-38.574,-85.938,0.000
1776091778.360,-291.016,-48.340,-40.527,-76.172,0.000
1776091778.363,95.215,-51.758,-45.410,-7.324,0.000
1776091778.367,138.672,-35.645,-39.551,0.000,0.000
1776091778.371,-230.469,-31.738,-28.809,-64.941,0.000
1776091778.375,-352.539,-35.645,-24.902,-77.637,0.000
1776091778.379,-1.953,-37.598,-26.855,-4.395,0.000
1776091778.383,197.754,-29.297,-18.555,21.973,0.000
1776091778.387,-107.422,-30.762,-16.113,-42.480,0.000
1776091778.391,-364.258,-42.480,-30.762,-82.031,0.000
1776091778.395,-102.539,-45.410,-40.527,-43.457,0.000
1776091778.399,198.242,-38.574,-39.062,-12.207,0.000
1776091778.403,-7.324,-30.762,-32.227,-53.223,0.000
1776091778.407,-349.121,-31.738,-26.367,-112.305,0.000
1776091778.410,-199.707,-32.715,-26.367,-80.566,0.000
1776091778.414,168.945,-21.973,-33.691,-29.297,0.000
1776091778.418,94.238,-27.832,-28.320,-53.711,0.000
1776091778.422,-285.645,-34.180,-18.555,-119.141,0.000
1776091778.426,-283.691,-30.273,-23.438,-111.816,0.000
1776091778.430,106.934,-34.180,-31.250,-42.480,0.000
1776091778.434,194.824,-36.133,-33.691,-30.273,0.000
1776091778.438,-183.105,-35.645,-37.109,-105.469,0.000
1776091778.442,-354.492,-28.809,-41.504,-134.766,0.000
1776091778.446,-30.762,-23.438,-44.434,-75.195,0.000
1776091778.450,188.965,-21.973,-44.922,-53.223,0.000
1776091778.454,-81.055,-26.367,-36.133,-103.027,0.000
1776091778.457,-362.793,-35.645,-31.250,-142.090,0.000
1776091778.461,-153.320,-30.762,-41.992,-118.164,0.000
1776091778.465,175.781,-26.367,-52.246,-66.406,0.000
1776091778.469,13.672,-30.762,-48.828,-79.102,0.000
1776091778.473,-356.445,-36.621,-47.363,-148.926,0.000
1776091778.477,-251.953,-38.574,-50.781,-137.695,0.000
1776091778.481,126.465,-37.109,-55.176,-69.336,0.000
1776091778.485,96.191,-43.457,-55.176,-69.824,0.000
1776091778.489,-290.527,-51.270,-50.293,-130.859,0.000
1776091778.493,-340.820,-45.410,-47.363,-138.184,0.000
1776091778.497,37.598,-41.504,-51.270,-73.242,0.000
1776091778.501,159.668,-56.641,-55.176,-43.945,0.000
1776091778.504,-197.754,-61.523,-58.594,-125.488,0.000
1776091778.508,-394.043,-51.270,-43.945,-163.574,0.000
1776091778.512,-81.543,-49.316,-35.645,-85.449,0.000
1776091778.516,176.758,-50.781,-47.852,-45.410,0.000
1776091778.520,-88.867,-47.363,-52.246,-103.516,0.000
1776091778.524,-397.461,-48.340,-50.293,-144.531,0.000
1776091778.528,-191.895,-48.340,-51.758,-106.934,0.000
1776091778.532,158.203,-38.574,-54.688,-56.152,0.000
1776091778.536,33.203,-35.156,-50.293,-71.289,0.000
1776091778.540,-343.262,-44.922,-53.223,-130.371,0.000
1776091778.544,-270.020,-47.363,-51.270,-111.328,0.000
1776091778.548,133.789,-39.062,-42.480,-35.645,0.000
1776091778.551,141.602,-41.504,-48.828,-46.875,0.000
1776091778.555,-221.191,-52.246,-39.551,-93.750,0.000
1776091778.559,-287.598,-46.387,-40.527,-86.426,0.000
1776091778.563,47.363,-29.297,-69.824,-59.082,0.000
1776091778.567,191.895,-33.203,-74.219,-45.898,0.000
1776091778.571,-117.188,-36.621,-58.105,-78.613,0.000
1776091778.575,-351.074,-31.738,-55.664,-93.750,0.000
1776091778.579,-80.078,-28.320,-63.477,-38.086,0.000
1776091778.583,214.355,-19.043,-62.012,14.648,0.000
1776091778.587,-12.695,-23.438,-51.270,-32.227,0.000
1776091778.591,-346.680,-38.086,-44.922,-74.707,0.000
1776091778.594,-182.617,-33.691,-56.641,-49.805,0.000
1776091778.598,176.270,-25.879,-61.035,-3.418,0.000
1776091778.602,80.078,-23.926,-46.387,-11.230,0.000
1776091778.606,-285.645,-25.391,-31.250,-57.617,0.000
1776091778.610,-253.418,-21.973,-30.273,-50.781,0.000
1776091778.614,128.418,-18.555,-41.016,6.836,0.000
1776091778.618,175.293,-21.484,-40.527,18.066,0.000
1776091778.622,-200.195,-21.973,-35.156,-38.086,0.000
1776091778.626,-329.102,-24.902,-37.109,-51.270,0.000
1776091778.630,18.555,-28.320,-40.527,7.812,0.000
1776091778.634,217.773,-27.832,-38.574,34.668,0.000
1776091778.638,-101.074,-42.969,-41.016,-23.926,0.000
1776091778.641,-375.977,-43.457,-47.363,-74.219,0.000
1776091778.645,-119.141,-34.180,-47.852,-28.320,0.000
1776091778.649,201.172,-30.273,-41.016,19.043,0.000
1776091778.653,13.184,-28.320,-36.621,-23.438,0.000
1776091778.657,-336.426,-34.180,-40.527,-87.402,0.000
1776091778.661,-201.660,-31.738,-43.457,-61.035,0.000
1776091778.665,170.410,-33.691,-45.898,3.906,0.000
1776091778.669,103.516,-32.715,-46.875,-12.695,0.000
1776091778.673,-280.762,-33.691,-41.016,-85.938,0.000
1776091778.677,-295.898,-41.992,-44.434,-88.867,0.000
1776091778.681,88.867,-44.922,-45.410,-7.812,0.000
1776091778.684,172.363,-38.086,-46.387,-14.648,0.000
1776091778.688,-191.406,-31.250,-43.945,-86.426,0.000
1776091778.692,-349.121,-36.133,-42.480,-88.867,0.000
1776091778.696,-19.531,-38.574,-42.969,-26.855,0.000
1776091778.700,219.238,-31.250,-44.922,5.859,0.000
1776091778.704,-52.734,-24.414,-42.480,-55.664,0.000
1776091778.708,-352.051,-30.762,-40.039,-109.375,0.000
1776091778.712,-133.789,-30.273,-45.898,-59.082,0.000
1776091778.716,192.871,-27.344,-50.293,-12.207,0.000
1776091778.720,27.832,-27.344,-42.480,-41.016,0.000
1776091778.724,-327.637,-31.738,-31.738,-82.520,0.000
1776091778.727,-234.375,-37.598,-36.621,-66.895,0.000
1776091778.731,137.695,-28.320,-45.898,-17.090,0.000
1776091778.735,119.629,-26.367,-44.922,-10.742,0.000
1776091778.739,-252.441,-33.203,-36.621,-62.988,0.000
1776091778.743,-297.852,-25.391,-35.156,-73.242,0.000
1776091778.747,69.336,-21.973,-38.574,-7.324,0.000
1776091778.751,198.242,-23.926,-33.203,21.484,0.000
1776091778.755,-142.578,-32.227,-33.691,-41.992,0.000
1776091778.759,-344.238,-33.691,-38.086,-83.008,0.000
1776091778.763,-42.969,-29.297,-44.434,-28.320,0.000
1776091778.767,215.820,-30.762,-52.246,12.207,0.000
1776091778.771,-30.273,-34.180,-42.480,-26.367,0.000
1776091778.774,-347.656,-37.109,-39.062,-71.289,0.000
1776091778.778,-159.180,-36.133,-47.852,-37.598,0.000
1776091778.782,189.453,-33.691,-46.875,20.020,0.000
1776091778.786,65.430,-40.039,-33.203,5.371,0.000
1776091778.790,-311.523,-43.945,-32.227,-63.477,0.000
1776091778.794,-257.812,-40.039,-33.691,-53.711,0.000
1776091778.798,123.047,-36.621,-30.273,16.602,0.000
1776091778.802,138.672,-33.691,-25.391,20.020,0.000
1776091778.806,-241.699,-39.062,-28.809,-48.340,0.000
1776091778.810,-332.520,-51.270,-36.133,-77.148,0.000
1776091778.814,29.297,-45.410,-41.504,-17.578,0.000
1776091778.818,201.172,-43.945,-40.039,18.066,0.000
1776091778.821,-124.023,-59.082,-35.645,-41.504,0.000
1776091778.825,-367.188,-56.152,-41.992,-89.355,0.000
1776091778.829,-94.238,-51.758,-38.574,-36.621,0.000
1776091778.833,187.012,-51.758,-35.645,12.207,0.000
1776091778.837,-45.410,-42.969,-46.875,-50.781,0.000
1776091778.841,-367.188,-48.340,-48.828,-106.445,0.000
1776091778.845,-193.359,-63.965,-47.852,-61.523,0.000
1776091778.849,164.062,-58.594,-51.758,-8.789,0.000
1776091778.853,70.312,-52.734,-48.340,-14.160,0.000
1776091778.857,-306.641,-61.523,-44.434,-68.848,0.000
1776091778.861,-281.738,-60.547,-41.504,-73.242,0.000
1776091778.864,104.492,-49.805,-42.480,-5.859,0.000
1776091778.868,151.855,-45.410,-45.410,-2.441,0.000
1776091778.872,-219.238,-45.410,-36.621,-65.918,0.000
1776091778.876,-351.074,-56.641,-30.762,-72.754,0.000
1776091778.880,-27.344,-62.500,-42.480,-21.973,0.000
1776091778.884,172.852,-52.734,-46.875,2.441,0.000
1776091778.888,-112.305,-51.758,-38.574,-46.875,0.000
1776091778.892,-376.465,-50.293,-32.227,-82.520,0.000
1776091778.896,-128.906,-41.504,-36.621,-34.180,0.000
1776091778.900,185.547,-35.645,-41.992,6.348,0.000
1776091778.904,-2.930,-40.039,-29.297,-31.738,0.000
1776091778.908,-356.934,-47.852,-26.855,-84.473,0.000
1776091778.911,-221.680,-49.805,-30.762,-42.969,0.000
1776091778.915,156.738,-42.969,-25.391,25.391,0.000
1776091778.919,98.633,-44.434,-22.949,12.207,0.000
1776091778.923,-282.227,-58.105,-25.391,-46.875,0.000
1776091778.927,-296.875,-50.293,-30.273,-56.152,0.000
1776091778.931,81.055,-39.551,-35.645,16.113,0.000
1776091778.935,175.781,-40.527,-29.297,41.992,0.000
1776091778.939,-180.664,-47.852,-30.273,-48.828,0.000
1776091778.943,-357.422,-47.852,-36.621,-87.891,0.000
1776091778.947,-34.668,-36.133,-35.156,-16.602,0.000
1776091778.951,199.219,-33.691,-28.809,22.461,0.000
1776091778.954,-72.266,-37.598,-18.555,-29.297,0.000
1776091778.958,-358.398,-42.480,-18.066,-73.730,0.000
1776091778.962,-151.855,-46.875,-30.762,-41.016,0.000
1776091778.966,176.270,-47.852,-35.156,7.324,0.000
1776091778.970,16.113,-44.434,-37.598,-26.855,0.000
1776091778.974,-347.168,-39.062,-32.715,-76.172,0.000
1776091778.978,-244.141,-38.086,-25.879,-48.340,0.000
1776091778.982,134.766,-37.109,-29.785,9.277,0.000
1776091778.986,109.375,-40.039,-28.809,0.000,0.000
1776091778.990,-275.391,-45.898,-29.785,-71.777,0.000
1776091778.994,-343.750,-51.270,-35.645,-89.355,0.000
1776091778.998,20.508,-49.316,-33.691,-23.926,0.000
1776091779.001,157.227,-40.527,-25.879,-1.465,0.000
1776091779.005,-196.777,-48.340,-28.320,-65.430,0.000
1776091779.009,-400.391,-53.711,-32.715,-87.402,0.000
1776091779.013,-98.145,-52.246,-36.621,-26.855,0.000
1776091779.017,164.062,-47.852,-40.527,-3.418,0.000
1776091779.021,-70.312,-50.781,-36.133,-56.641,0.000
1776091779.025,-379.395,-65.918,-34.668,-93.262,0.000
1776091779.029,-190.430,-62.988,-39.062,-53.223,0.000
1776091779.033,165.039,-50.781,-40.527,-11.230,0.000
1776091779.037,49.805,-48.340,-30.762,-27.832,0.000
1776091779.041,-308.594,-56.641,-22.461,-73.242,0.000
1776091779.044,-261.230,-61.035,-28.809,-64.453,0.000
1776091779.048,116.211,-57.617,-35.156,-1.465,0.000
1776091779.052,144.043,-57.129,-30.273,10.254,0.000
1776091779.056,-226.562,-61.035,-24.414,-46.875,0.000
1776091779.060,-335.449,-63.965,-29.297,-71.777,0.000
1776091779.064,8.789,-57.129,-36.133,-10.742,0.000
1776091779.068,190.430,-45.410,-33.203,20.996,0.000
1776091779.072,-115.234,-45.410,-25.391,-38.086,0.000
1776091779.076,-359.375,-51.758,-31.250,-78.613,0.000
1776091779.080,-89.355,-43.457,-38.086,-25.879,0.000
1776091779.084,198.730,-33.203,-34.180,20.508,0.000
1776091779.087,-19.531,-38.086,-30.273,-19.043,0.000
1776091779.091,-348.633,-42.969,-27.344,-74.219,0.000
1776091779.095,-194.824,-40.527,-34.180,-50.293,0.000
1776091779.099,171.387,-44.922,-34.668,14.648,0.000
1776091779.103,86.426,-54.199,-27.344,3.906,0.000
1776091779.107,-303.711,-55.664,-28.809,-67.871,0.000
1776091779.111,-287.598,-48.340,-24.902,-68.359,0.000
1776091779.115,103.516,-34.668,-26.855,0.977,0.000
1776091779.118,166.504,-30.273,-31.738,1.465,0.000
1776091779.122,-206.055,-35.645,-28.320,-73.242,0.000
1776091779.127,-347.656,-38.574,-28.809,-92.773,0.000
1776091779.131,-8.301,-38.086,-30.762,-20.508,0.000
1776091779.134,197.754,-38.574,-32.227,11.719,0.000
1776091779.138,-97.168,-41.016,-34.180,-55.176,0.000
1776091779.142,-364.746,-46.387,-32.715,-92.285,0.000
1776091779.146,-115.234,-47.852,-30.762,-30.762,0.000
1776091779.150,180.176,-47.852,-34.668,12.695,0.000
1776091779.154,5.371,-50.293,-28.320,-18.066,0.000
1776091779.158,-305.176,-42.969,-21.484,-42.480,0.000
1776091779.162,-190.918,-41.016,-34.668,-26.855,0.000
1776091779.166,146.484,-40.039,-50.781,-11.230,0.000
1776091779.169,85.938,-30.273,-51.270,-31.250,0.000
1776091779.174,-299.316,-35.156,-49.316,-84.473,0.000
1776091779.178,-333.008,-35.156,-58.594,-97.168,0.000
1776091779.181,35.645,-28.320,-69.336,-41.504,0.000
1776091779.185,137.695,-24.902,-68.848,-24.902,0.000
1776091779.189,-214.844,-15.625,-70.801,-97.656,0.000
1776091779.193,-395.020,-10.254,-74.219,-130.371,0.000
1776091779.197,-84.961,-9.766,-78.125,-68.848,0.000
1776091779.201,153.809,-6.836,-83.984,-43.457,0.000
1776091779.205,-91.797,-4.395,-84.473,-83.984,0.000
1776091779.209,-375.488,-1.465,-81.543,-130.371,0.000
1776091779.213,-169.922,5.859,-89.355,-102.539,0.000
1776091779.216,171.387,14.648,-94.727,-34.668,0.000
1776091779.221,22.461,7.324,-95.215,-72.754,0.000
1776091779.225,-347.656,-1.465,-97.168,-139.160,0.000
1776091779.228,-262.207,5.371,-103.516,-114.746,0.000
1776091779.232,115.723,9.766,-107.910,-42.969,0.000
1776091779.236,114.746,2.930,-102.539,-37.598,0.000
1776091779.240,-256.836,1.465,-93.750,-105.957,0.000
1776091779.244,-313.477,8.789,-91.797,-106.934,0.000
1776091779.248,52.734,16.602,-99.121,-35.645,0.000
1776091779.252,197.266,8.789,-92.773,-6.836,0.000
1776091779.256,-128.906,7.812,-86.426,-66.406,0.000
1776091779.259,-336.426,14.160,-84.961,-104.004,0.000
1776091779.263,-41.992,9.766,-83.984,-41.016,0.000
1776091779.268,221.680,2.930,-88.379,0.488,0.000
1776091779.271,-20.508,0.977,-92.773,-57.129,0.000
1776091779.275,-333.984,-7.324,-81.055,-94.727,0.000
1776091779.279,-151.367,-8.789,-65.430,-48.340,0.000
1776091779.283,201.660,-1.465,-68.848,-3.906,0.000
1776091779.287,91.797,-6.348,-69.336,-34.668,0.000
1776091779.291,-281.738,-15.137,-63.965,-95.703,0.000
1776091779.295,-229.980,-19.531,-60.059,-73.730,0.000
1776091779.299,155.762,-19.043,-55.176,-1.953,0.000
1776091779.303,176.270,-18.555,-57.129,-12.207,0.000
1776091779.306,-195.801,-25.879,-57.617,-79.590,0.000
1776091779.310,-298.340,-34.668,-51.270,-89.844,0.000
1776091779.315,41.992,-37.598,-61.035,-30.762,0.000
1776091779.318,210.938,-37.109,-75.195,-13.184,0.000
1776091779.322,-92.285,-40.039,-65.430,-62.012,0.000
1776091779.326,-326.660,-46.387,-60.059,-98.145,0.000
1776091779.330,-67.383,-44.434,-64.453,-54.688,0.000
1776091779.334,225.586,-37.109,-60.059,-0.488,0.000
1776091779.338,17.090,-44.434,-51.270,-35.645,0.000
1776091779.342,-318.848,-61.523,-48.340,-83.008,0.000
1776091779.346,-176.758,-55.664,-55.176,-61.035,0.000
1776091779.350,175.781,-41.992,-55.664,-7.324,0.000
1776091779.353,92.773,-49.805,-49.805,-21.484,0.000
1776091779.357,-280.762,-57.129,-50.293,-89.844,0.000
1776091779.361,-270.996,-54.199,-52.734,-87.402,0.000
1776091779.365,111.328,-46.875,-52.246,-6.348,0.000
1776091779.369,174.316,-48.340,-43.945,11.230,0.000
1776091779.373,-198.730,-56.152,-40.527,-57.129,0.000
1776091779.377,-345.703,-54.199,-41.992,-76.660,0.000
1776091779.381,-15.137,-49.316,-43.457,-10.254,0.000
1776091779.385,196.777,-52.246,-41.016,21.484,0.000
1776091779.389,-82.031,-52.734,-36.621,-36.133,0.000
1776091779.393,-329.102,-51.758,-40.527,-83.496,0.000
1776091779.396,-106.445,-58.105,-41.992,-35.645,0.000
1776091779.400,191.406,-54.688,-43.945,16.113,0.000
1776091779.404,19.043,-50.293,-38.574,-24.902,0.000
1776091779.408,-326.172,-53.711,-28.320,-82.031,0.000
1776091779.412,-208.008,-52.246,-29.785,-63.965,0.000
1776091779.416,157.227,-46.875,-34.180,-9.277,0.000
1776091779.420,106.445,-51.758,-40.527,-22.461,0.000
1776091779.424,-270.996,-51.758,-35.645,-85.938,0.000
1776091779.428,-300.293,-45.898,-27.344,-77.637,0.000
1776091779.432,82.031,-49.805,-29.297,1.465,0.000
1776091779.436,186.523,-45.410,-36.621,10.254,0.000
1776091779.439,-168.945,-37.598,-39.062,-66.406,0.000
1776091779.443,-344.238,-39.551,-35.645,-81.543,0.000
1776091779.447,-26.855,-38.086,-34.180,-22.461,0.000
1776091779.451,217.773,-31.250,-30.273,6.348,0.000
1776091779.455,-45.410,-33.203,-21.484,-41.504,0.000
1776091779.459,-345.703,-41.992,-31.250,-89.844,0.000
1776091779.463,-140.137,-45.898,-48.828,-49.316,0.000
1776091779.467,193.359,-42.969,-53.223,-5.859,0.000
1776091779.471,44.922,-36.621,-49.316,-42.969,0.000
1776091779.475,-303.711,-32.715,-39.062,-87.402,0.000
1776091779.479,-225.098,-36.621,-39.062,-65.918,0.000
1776091779.482,134.766,-31.250,-42.969,-13.672,0.000
1776091779.486,121.094,-30.273,-40.039,-21.973,0.000
1776091779.490,-259.277,-38.086,-37.598,-85.449,0.000
1776091779.494,-336.914,-42.969,-42.969,-100.098,0.000
1776091779.498,17.578,-43.457,-51.270,-33.203,0.000
1776091779.502,170.410,-36.621,-45.410,-8.789,0.000
1776091779.506,-143.066,-36.621,-30.762,-69.336,0.000
1776091779.510,-363.770,-53.223,-35.645,-104.004,0.000
1776091779.514,-82.031,-53.223,-58.594,-43.457,0.000
1776091779.518,203.613,-41.504,-61.035,12.207,0.000
1776091779.522,-7.812,-49.316,-40.039,-21.484,0.000
1776091779.526,-345.215,-54.688,-31.738,-87.402,0.000
1776091779.529,-198.730,-52.734,-36.621,-64.941,0.000
1776091779.533,162.109,-51.758,-35.156,9.277,0.000
1776091779.537,63.965,-54.199,-28.320,-7.324,0.000
1776091779.541,-306.152,-58.105,-29.785,-78.125,0.000
1776091779.545,-273.438,-57.617,-37.109,-78.125,0.000
1776091779.549,97.656,-51.270,-35.156,-9.277,0.000
1776091779.553,134.766,-48.828,-23.926,6.836,0.000
1776091779.557,-233.398,-52.734,-20.508,-49.805,0.000
1776091779.561,-340.332,-58.594,-24.414,-63.477,0.000
1776091779.565,6.348,-50.293,-29.785,-3.906,0.000
1776091779.569,195.312,-46.875,-28.320,20.020,0.000
1776091779.573,-103.027,-48.828,-19.531,-29.297,0.000
1776091779.576,-352.051,-41.992,-24.902,-65.430,0.000
1776091779.580,-89.844,-41.016,-33.203,-9.277,0.000
1776091779.584,206.543,-39.062,-36.621,41.992,0.000
1776091779.588,-3.418,-37.109,-33.203,-9.766,0.000
1776091779.592,-326.660,-41.016,-24.902,-57.617,0.000
1776091779.596,-180.176,-41.504,-28.809,-20.996,0.000
1776091779.600,175.293,-34.180,-25.391,31.738,0.000
1776091779.604,94.727,-32.227,-32.715,9.766,0.000
1776091779.608,-285.156,-42.480,-39.551,-45.898,0.000
1776091779.612,-281.250,-43.945,-37.598,-45.898,0.000
1776091779.616,93.262,-41.016,-41.016,6.836,0.000
1776091779.620,163.086,-34.668,-44.922,13.184,0.000
1776091779.623,-195.801,-28.809,-39.551,-56.152,0.000
1776091779.627,-329.102,-40.527,-26.855,-65.918,0.000
1776091779.631,-3.418,-39.062,-29.785,-2.930,0.000
1776091779.635,205.078,-30.273,-31.250,16.113,0.000
1776091779.639,-74.219,-41.504,-34.180,-46.387,0.000
1776091779.643,-347.656,-41.504,-35.645,-93.262,0.000
1776091779.647,-123.535,-36.621,-40.527,-48.828,0.000
1776091779.651,201.660,-36.621,-44.434,0.000,0.000
1776091779.655,33.203,-38.086,-41.992,-33.203,0.000
1776091779.659,-327.148,-43.945,-44.434,-88.379,0.000
1776091779.663,-219.727,-46.387,-41.504,-71.777,0.000
1776091779.667,143.066,-45.898,-41.992,-16.602,0.000
1776091779.670,108.398,-44.922,-39.551,-24.902,0.000
1776091779.674,-266.602,-51.758,-30.273,-78.613,0.000
1776091779.678,-312.988,-49.316,-37.109,-84.961,0.000
1776091779.682,59.570,-42.480,-40.039,-15.625,0.000
1776091779.686,176.758,-49.316,-30.762,13.184,0.000
1776091779.690,-165.527,-49.316,-29.785,-51.270,0.000
1776091779.694,-354.980,-48.828,-38.574,-90.332,0.000
1776091779.698,-50.781,-53.711,-42.480,-29.785,0.000
1776091779.702,204.590,-44.434,-35.645,20.996,0.000
1776091779.706,-41.504,-41.992,-29.297,-31.250,0.000
1776091779.710,-343.262,-53.223,-29.297,-70.801,0.000
1776091779.713,-141.602,-54.688,-31.738,-19.043,0.000
1776091779.717,206.055,-49.805,-27.344,39.551,0.000
1776091779.721,64.453,-44.434,-24.414,7.324,0.000
1776091779.725,-298.828,-49.316,-22.949,-61.035,0.000
1776091779.729,-219.238,-51.758,-21.484,-43.945,0.000
1776091779.733,152.344,-47.852,-25.391,21.973,0.000
1776091779.737,153.320,-45.898,-20.996,25.391,0.000
1776091779.741,-219.727,-49.805,-15.625,-40.527,0.000
1776091779.745,-297.852,-52.734,-18.555,-53.223,0.000
1776091779.749,61.523,-52.734,-22.461,21.484,0.000
1776091779.753,207.520,-51.758,-23.438,46.875,0.000
1776091779.756,-112.793,-51.270,-20.508,-15.625,0.000
1776091779.760,-328.613,-54.199,-22.461,-50.781,0.000
1776091779.764,-49.316,-46.387,-20.020,4.883,0.000
1776091779.768,214.844,-39.551,-31.250,28.320,0.000
1776091779.772,-13.184,-46.875,-29.297,-18.066,0.000
1776091779.776,-329.590,-48.828,-17.090,-64.941,0.000
1776091779.780,-167.480,-49.316,-28.809,-41.504,0.000
1776091779.784,172.852,-45.898,-38.574,8.301,0.000
1776091779.788,70.312,-46.387,-39.062,-21.973,0.000
1776091779.792,-295.410,-50.781,-28.809,-83.984,0.000
1776091779.796,-268.066,-46.387,-30.273,-80.078,0.000
1776091779.799,99.121,-44.922,-50.293,-20.508,0.000
1776091779.803,137.207,-50.293,-52.734,-18.066,0.000
1776091779.807,-225.586,-56.152,-37.598,-80.566,0.000
1776091779.811,-351.562,-54.688,-41.504,-105.469,0.000
1776091779.815,-13.672,-43.457,-44.922,-47.852,0.000
1776091779.819,183.105,-36.621,-30.762,-11.230,0.000
1776091779.823,-122.070,-48.340,-28.320,-68.848,0.000
1776091779.827,-369.629,-62.012,-32.227,-102.051,0.000
1776091779.831,-101.562,-61.035,-41.504,-44.922,0.000
1776091779.835,192.383,-49.805,-53.223,-14.160,0.000
1776091779.839,-16.602,-46.387,-51.758,-55.176,0.000
1776091779.842,-362.305,-53.223,-43.457,-105.957,0.000
1776091779.846,-223.633,-51.270,-42.969,-78.613,0.000
1776091779.850,163.574,-43.457,-42.969,2.930,0.000
1776091779.854,98.145,-44.922,-42.969,-14.160,0.000
1776091779.858,-294.922,-44.922,-47.363,-99.609,0.000
1776091779.862,-290.527,-43.457,-42.480,-81.543,0.000
1776091779.866,94.238,-38.574,-37.598,8.301,0.000
1776091779.870,167.480,-36.133,-38.086,4.395,0.000
1776091779.874,-190.918,-35.645,-33.203,-68.848,0.000
1776091779.878,-341.797,-35.156,-26.855,-87.402,0.000
1776091779.882,-17.090,-42.969,-32.227,-22.461,0.000
1776091779.886,197.754,-48.340,-39.551,5.859,0.000
1776091779.889,-78.613,-43.945,-35.645,-50.293,0.000
1776091779.893,-348.633,-46.387,-27.832,-83.496,0.000
1776091779.897,-119.629,-50.293,-25.391,-25.879,0.000
1776091779.901,189.941,-42.480,-36.621,17.090,0.000
1776091779.905,22.461,-36.621,-32.715,-26.367,0.000
1776091779.909,-312.500,-37.109,-14.160,-70.801,0.000
1776091779.913,-199.219,-37.109,-10.742,-37.598,0.000
1776091779.917,153.809,-35.645,-18.066,11.230,0.000
1776091779.921,112.305,-41.992,-17.578,7.812,0.000
1776091779.925,-256.836,-50.781,-20.508,-59.082,0.000
1776091779.929,-305.176,-47.852,-32.715,-82.031,0.000
1776091779.933,57.617,-41.016,-38.086,-10.254,0.000
1776091779.936,175.781,-37.109,-28.809,11.719,0.000
1776091779.940,-161.621,-43.457,-24.902,-55.176,0.000
1776091779.944,-353.516,-50.781,-32.227,-89.844,0.000
1776091779.948,-62.988,-42.969,-38.086,-34.668,0.000
1776091779.952,180.664,-41.504,-46.875,-6.348,0.000
1776091779.956,-58.594,-56.152,-45.410,-45.898,0.000
1776091779.960,-346.191,-55.176,-35.645,-79.590,0.000
1776091779.964,-161.621,-44.434,-42.969,-53.711,0.000
1776091779.968,170.410,-47.852,-52.246,4.883,0.000
1776091779.972,44.922,-44.922,-45.410,-23.438,0.000
1776091779.976,-321.777,-41.504,-36.133,-89.844,0.000
1776091779.979,-259.277,-43.457,-37.598,-67.871,0.000
1776091779.983,122.070,-42.969,-39.551,6.348,0.000
