timestamps,TP9,AF7,AF8,TP10,Right AUX
1776091790.578,113.770,-12.695,-57.617,-41.992,0.000
1776091790.582,-217.773,-27.832,-48.340,-89.844,0.000
1776091790.586,-270.508,-32.715,-47.363,-92.773,0.000
1776091790.590,50.293,-27.832,-41.992,-24.414,0.000
1776091790.594,157.715,-24.414,-37.598,-3.418,0.000
1776091790.598,-134.766,-26.855,-37.109,-69.824,0.000
1776091790.602,-310.059,-37.598,-44.434,-101.562,0.000
1776091790.605,-60.059,-33.203,-50.781,-61.523,0.000
1776091790.609,171.875,-31.250,-52.246,-20.996,0.000
1776091790.613,-36.621,-40.527,-46.875,-53.711,0.000
1776091790.617,-318.848,-47.852,-44.434,-101.562,0.000
1776091790.621,-161.621,-51.758,-48.340,-68.359,0.000
1776091790.625,143.066,-43.457,-47.852,-21.973,0.000
1776091790.629,36.621,-41.504,-40.039,-45.898,0.000
1776091790.633,-287.598,-51.270,-33.691,-96.191,0.000
1776091790.637,-233.398,-54.199,-31.250,-79.102,0.000
1776091790.641,98.145,-47.852,-35.645,-18.066,0.000
1776091790.645,116.211,-51.758,-34.668,-16.602,0.000
1776091790.648,-214.355,-56.641,-35.645,-93.262,0.000
1776091790.652,-301.270,-49.316,-32.227,-105.469,0.000
1776091790.656,8.301,-40.527,-35.645,-32.227,0.000
1776091790.660,146.484,-39.551,-45.410,-11.230,0.000
1776091790.664,-130.859,-41.992,-39.551,-66.895,0.000
1776091790.668,-330.078,-39.551,-33.691,-90.332,0.000
1776091790.672,-98.633,-41.016,-40.039,-37.598,0.000
1776091790.676,142.578,-44.922,-45.898,-11.230,0.000
1776091790.680,-47.363,-47.363,-44.922,-63.965,0.000
1776091790.684,-328.125,-47.852,-37.109,-102.051,0.000
1776091790.687,-186.523,-47.363,-32.715,-60.059,0.000
1776091790.691,121.582,-50.293,-39.551,-19.531,0.000
1776091790.695,35.156,-41.992,-36.621,-52.246,0.000
1776091790.699,-297.363,-43.945,-29.785,-110.840,0.000
1776091790.703,-280.273,-53.711,-36.133,-100.586,0.000
1776091790.707,49.805,-48.828,-52.246,-41.992,0.000
1776091790.711,99.609,-44.922,-52.246,-39.551,0.000
1776091790.715,-211.914,-47.852,-39.551,-92.285,0.000
1776091790.719,-323.730,-51.758,-39.551,-103.027,0.000
1776091790.723,-35.645,-43.945,-44.434,-46.875,0.000
1776091790.727,140.137,-32.227,-43.457,-23.926,0.000
1776091790.730,-104.004,-42.969,-39.062,-70.312,0.000
1776091790.734,-330.566,-54.199,-33.203,-95.215,0.000
1776091790.738,-132.812,-45.410,-41.504,-64.453,0.000
1776091790.742,135.254,-36.621,-46.875,-30.762,0.000
1776091790.746,-17.578,-34.668,-34.668,-48.340,0.000
1776091790.750,-321.777,-35.645,-33.691,-102.051,0.000
1776091790.754,-217.773,-36.133,-37.109,-90.820,0.000
1776091790.758,102.051,-38.086,-38.574,-27.344,0.000
1776091790.762,61.523,-37.598,-37.598,-36.133,0.000
1776091790.766,-260.742,-32.227,-36.133,-105.957,0.000
1776091790.770,-289.062,-29.297,-38.086,-109.375,0.000
1776091790.773,25.879,-26.855,-43.945,-53.223,0.000
1776091790.777,102.051,-34.668,-40.039,-49.316,0.000
1776091790.781,-212.402,-43.945,-30.762,-111.816,0.000
1776091790.785,-370.117,-34.668,-29.297,-141.602,0.000
1776091790.789,-108.887,-21.484,-34.668,-100.098,0.000
1776091790.793,89.355,-18.066,-35.645,-79.102,0.000
1776091790.797,-148.438,-24.902,-35.156,-122.070,0.000
1776091790.801,-402.832,-28.320,-36.133,-167.480,0.000
1776091790.805,-235.840,-24.902,-43.457,-150.879,0.000
1776091790.809,28.809,-30.273,-56.641,-128.418,0.000
1776091790.813,-103.516,-35.156,-55.176,-153.809,0.000
1776091790.816,-404.785,-36.133,-45.898,-186.523,0.000
1776091790.820,-339.844,-23.438,-44.922,-184.570,0.000
1776091790.824,-38.574,-16.113,-52.246,-149.902,0.000
1776091790.828,-47.852,-12.207,-52.246,-156.250,0.000
1776091790.832,-363.281,-8.301,-44.434,-208.008,0.000
1776091790.836,-414.551,-9.766,-37.598,-208.496,0.000
1776091790.840,-108.887,-9.277,-46.387,-158.203,0.000
1776091790.844,9.277,-1.465,-51.270,-150.879,0.000
1776091790.848,-263.184,0.488,-37.598,-193.359,0.000
1776091790.852,-445.801,-0.488,-28.809,-215.820,0.000
1776091790.856,-203.125,-6.836,-27.344,-166.016,0.000
1776091790.859,31.250,-5.371,-36.133,-132.324,0.000
1776091790.863,-167.480,0.977,-33.691,-180.664,0.000
1776091790.867,-433.594,-1.465,-21.484,-211.426,0.000
1776091790.871,-277.832,-0.488,-26.367,-173.340,0.000
1776091790.875,14.648,3.418,-40.039,-131.836,0.000
1776091790.879,-85.449,0.488,-42.969,-160.156,0.000
1776091790.883,-398.926,-6.836,-39.551,-212.891,0.000
1776091790.887,-347.656,-3.418,-39.551,-185.547,0.000
1776091790.891,-17.578,8.789,-45.410,-138.672,0.000
1776091790.895,2.441,2.930,-43.457,-144.043,0.000
1776091790.899,-309.570,-12.207,-33.203,-177.246,0.000
1776091790.902,-396.973,-14.648,-36.621,-180.664,0.000
1776091790.906,-87.891,-3.906,-43.945,-122.070,0.000
1776091790.910,74.219,3.418,-41.016,-92.285,0.000
1776091790.914,-182.129,-0.977,-34.668,-144.043,0.000
1776091790.918,-374.512,-8.789,-37.109,-173.828,0.000
1776091790.922,-142.578,-5.859,-44.434,-117.188,0.000
1776091790.926,124.023,-2.930,-41.016,-58.594,0.000
1776091790.930,-34.180,-6.348,-36.621,-85.449,0.000
1776091790.934,-329.102,-9.277,-46.875,-146.484,0.000
1776091790.938,-206.055,-8.301,-55.176,-116.699,0.000
1776091790.941,125.000,2.441,-51.758,-47.363,0.000
1776091790.945,63.965,0.000,-46.875,-50.781,0.000
1776091790.949,-263.672,-6.836,-44.434,-97.168,0.000
1776091790.953,-252.441,-7.324,-46.387,-90.332,0.000
1776091790.957,85.938,-7.324,-40.527,-16.602,0.000
1776091790.961,155.762,-8.301,-39.551,6.836,0.000
1776091790.965,-148.926,-19.043,-43.457,-42.969,0.000
1776091790.969,-283.691,-26.367,-46.387,-72.754,0.000
1776091790.973,-1.953,-26.855,-51.758,-18.555,0.000
1776091790.977,196.289,-28.320,-52.734,22.461,0.000
1776091790.981,-44.434,-29.297,-49.805,-19.531,0.000
1776091790.984,-276.367,-34.668,-43.945,-52.734,0.000
1776091790.988,-71.289,-36.621,-42.969,-4.395,0.000
1776091790.992,210.938,-30.762,-43.457,44.434,0.000
1776091790.996,72.266,-27.832,-41.504,6.348,0.000
1776091791.000,-232.422,-33.691,-31.738,-38.086,0.000
1776091791.004,-142.090,-41.992,-35.645,-15.625,0.000
1776091791.008,178.711,-38.574,-42.480,35.156,0.000
1776091791.012,150.879,-33.203,-35.156,30.762,0.000
1776091791.016,-178.223,-44.922,-37.598,-32.227,0.000
1776091791.020,-215.332,-58.105,-42.480,-30.273,0.000
1776091791.023,90.820,-53.711,-48.828,19.043,0.000
1776091791.027,186.035,-52.246,-44.434,27.344,0.000
1776091791.031,-101.562,-50.293,-34.668,-21.973,0.000
1776091791.035,-263.672,-44.434,-32.715,-48.828,0.000
1776091791.039,1.465,-45.410,-30.273,4.883,0.000
1776091791.043,219.238,-44.434,-33.691,42.969,0.000
1776091791.047,1.465,-46.875,-36.133,-8.301,0.000
1776091791.051,-268.555,-51.270,-33.203,-51.758,0.000
1776091791.055,-98.633,-53.711,-41.992,-12.695,0.000
1776091791.059,201.172,-50.293,-47.852,33.691,0.000
1776091791.063,89.844,-46.387,-31.738,22.461,0.000
1776091791.066,-228.516,-49.316,-24.902,-24.414,0.000
1776091791.070,-174.805,-42.969,-28.809,-21.973,0.000
1776091791.074,151.855,-37.109,-22.949,35.645,0.000
1776091791.078,154.785,-45.410,-19.043,33.203,0.000
1776091791.082,-178.711,-55.176,-25.391,-37.109,0.000
1776091791.086,-249.512,-55.176,-32.715,-50.293,0.000
1776091791.090,54.688,-51.270,-30.762,10.742,0.000
1776091791.094,190.918,-48.828,-24.414,41.992,0.000
1776091791.098,-83.984,-50.293,-20.996,-13.184,0.000
1776091791.102,-281.738,-57.129,-23.438,-60.059,0.000
1776091791.106,-42.480,-56.641,-25.391,-8.789,0.000
1776091791.109,204.590,-46.387,-24.902,38.574,0.000
1776091791.113,15.625,-43.457,-24.902,-8.301,0.000
1776091791.117,-260.742,-45.410,-23.926,-58.594,0.000
1776091791.121,-114.746,-49.805,-26.367,-24.414,0.000
1776091791.125,182.617,-59.082,-34.180,28.320,0.000
1776091791.129,89.355,-54.199,-40.527,0.488,0.000
1776091791.133,-234.375,-51.758,-32.227,-62.012,0.000
1776091791.137,-209.473,-57.129,-29.297,-51.270,0.000
1776091791.141,118.652,-55.664,-39.062,6.836,0.000
1776091791.145,159.180,-55.664,-42.480,3.906,0.000
1776091791.148,-153.320,-62.500,-32.715,-54.199,0.000
1776091791.152,-259.277,-66.895,-27.832,-55.176,0.000
1776091791.156,26.855,-64.941,-36.133,-1.465,0.000
1776091791.160,189.941,-58.594,-39.551,10.254,0.000
1776091791.164,-58.105,-56.641,-30.762,-36.133,0.000
1776091791.168,-281.250,-61.523,-26.367,-68.848,0.000
1776091791.172,-73.242,-63.965,-34.668,-29.785,0.000
1776091791.176,187.988,-56.152,-38.086,10.742,0.000
1776091791.180,20.996,-51.270,-28.809,-14.648,0.000
1776091791.184,-275.879,-58.594,-20.508,-57.617,0.000
1776091791.188,-166.504,-59.082,-29.785,-43.457,0.000
1776091791.192,149.414,-55.176,-43.457,8.789,0.000
1776091791.195,100.098,-53.711,-42.480,-0.488,0.000
1776091791.199,-225.586,-60.059,-35.645,-56.152,0.000
1776091791.203,-239.258,-61.035,-40.039,-63.477,0.000
1776091791.207,81.543,-52.246,-42.969,-8.789,0.000
1776091791.211,151.855,-52.734,-31.738,15.137,0.000
1776091791.215,-153.320,-58.594,-21.484,-35.156,0.000
1776091791.219,-284.668,-50.781,-24.414,-52.734,0.000
1776091791.223,-23.926,-45.898,-28.809,-4.395,0.000
1776091791.227,169.434,-48.828,-32.227,8.789,0.000
1776091791.231,-57.129,-52.246,-35.645,-39.062,0.000
1776091791.235,-312.012,-56.641,-38.574,-78.125,0.000
1776091791.238,-129.883,-54.199,-40.527,-35.645,0.000
1776091791.242,153.809,-52.246,-40.039,15.625,0.000
1776091791.246,16.602,-56.152,-36.621,-17.090,0.000
1776091791.250,-295.410,-54.688,-39.551,-83.008,0.000
1776091791.254,-208.008,-50.781,-41.504,-69.336,0.000
1776091791.258,114.258,-53.223,-42.480,-6.836,0.000
1776091791.262,86.914,-53.711,-42.480,-21.484,0.000
1776091791.266,-242.676,-52.734,-34.668,-89.844,0.000
1776091791.270,-284.180,-52.246,-32.227,-90.332,0.000
1776091791.274,41.992,-45.898,-34.668,-21.484,0.000
1776091791.278,156.250,-37.598,-28.320,2.441,0.000
1776091791.281,-132.324,-41.992,-26.367,-56.152,0.000
1776091791.285,-303.223,-53.711,-30.273,-88.867,0.000
1776091791.289,-47.852,-45.898,-31.738,-35.156,0.000
1776091791.293,171.875,-44.922,-33.691,-4.395,0.000
1776091791.297,-40.527,-50.781,-38.086,-54.199,0.000
1776091791.301,-299.805,-46.875,-39.062,-93.262,0.000
1776091791.305,-134.277,-44.922,-30.273,-38.574,0.000
1776091791.309,150.391,-39.551,-32.715,4.395,0.000
1776091791.313,46.387,-35.645,-28.320,-34.668,0.000
1776091791.316,-274.902,-41.504,-23.926,-92.285,0.000
1776091791.321,-244.141,-55.664,-38.086,-86.426,0.000
1776091791.324,85.938,-52.246,-45.410,-28.320,0.000
1776091791.328,115.234,-45.410,-37.109,-20.996,0.000
1776091791.332,-197.266,-45.410,-29.785,-74.219,0.000
1776091791.336,-277.832,-44.922,-28.809,-87.402,0.000
1776091791.340,27.344,-44.434,-26.855,-27.344,0.000
1776091791.344,172.363,-39.551,-27.344,-1.465,0.000
1776091791.348,-100.586,-43.457,-28.320,-51.758,0.000
1776091791.352,-297.852,-50.781,-28.809,-77.148,0.000
1776091791.356,-57.617,-47.852,-30.762,-22.461,0.000
1776091791.359,198.730,-40.039,-31.738,20.508,0.000
1776091791.363,3.418,-31.250,-32.715,-38.086,0.000
1776091791.367,-291.992,-33.203,-34.180,-96.191,0.000
1776091791.371,-142.578,-40.527,-36.621,-59.082,0.000
1776091791.375,184.570,-43.457,-34.180,2.930,0.000
1776091791.379,102.051,-46.875,-34.180,-10.254,0.000
1776091791.383,-233.398,-42.480,-41.016,-73.242,0.000
1776091791.387,-215.332,-38.574,-43.457,-62.012,0.000
1776091791.391,118.652,-41.016,-41.992,12.207,0.000
1776091791.395,176.270,-42.969,-32.227,38.086,0.000
1776091791.399,-145.020,-42.480,-35.156,-38.574,0.000
1776091791.402,-270.996,-45.410,-38.086,-73.242,0.000
1776091791.406,18.555,-49.805,-38.574,-9.277,0.000
1776091791.410,198.730,-47.363,-37.109,18.555,0.000
1776091791.414,-49.805,-49.805,-34.180,-36.133,0.000
1776091791.418,-278.320,-56.152,-35.645,-73.730,0.000
1776091791.422,-70.312,-52.246,-40.039,-24.414,0.000
1776091791.426,187.988,-45.410,-42.480,23.926,0.000
1776091791.430,34.180,-42.480,-38.574,-5.859,0.000
1776091791.434,-255.859,-48.340,-37.598,-63.965,0.000
1776091791.438,-160.156,-47.852,-40.039,-47.852,0.000
1776091791.442,160.645,-41.504,-36.621,12.207,0.000
1776091791.445,115.234,-30.762,-31.250,-2.930,0.000
1776091791.449,-214.844,-36.133,-32.715,-68.359,0.000
1776091791.453,-237.305,-41.992,-34.180,-57.129,0.000
1776091791.457,78.125,-37.598,-34.668,7.812,0.000
1776091791.461,166.504,-35.645,-34.180,13.184,0.000
1776091791.465,-125.000,-35.156,-26.855,-37.109,0.000
1776091791.469,-272.949,-37.598,-19.043,-55.176,0.000
1776091791.473,-15.625,-38.574,-27.344,-14.160,0.000
1776091791.477,177.734,-31.738,-38.086,10.254,0.000
1776091791.481,-42.969,-41.016,-33.691,-38.574,0.000
1776091791.484,-286.133,-49.805,-29.785,-76.172,0.000
1776091791.488,-121.094,-40.527,-36.133,-39.062,0.000
1776091791.492,153.809,-34.668,-39.062,1.465,0.000
1776091791.496,34.180,-41.016,-27.344,-22.949,0.000
1776091791.500,-277.832,-46.387,-19.531,-74.219,0.000
1776091791.504,-215.820,-42.480,-30.762,-62.988,0.000
1776091791.508,102.051,-40.527,-35.156,-4.883,0.000
1776091791.512,104.492,-37.109,-25.391,-5.371,0.000
1776091791.516,-211.914,-41.992,-21.484,-63.477,0.000
1776091791.520,-278.320,-48.828,-28.809,-75.195,0.000
1776091791.524,21.484,-44.434,-36.621,-18.066,0.000
1776091791.528,147.949,-37.598,-34.668,6.348,0.000
1776091791.531,-123.535,-43.945,-30.273,-44.434,0.000
1776091791.535,-291.992,-49.316,-27.344,-61.523,0.000
1776091791.539,-48.340,-38.574,-31.738,-14.160,0.000
1776091791.543,162.598,-26.855,-38.086,0.977,0.000
1776091791.547,-39.062,-29.785,-35.645,-51.270,0.000
1776091791.551,-305.664,-42.480,-36.621,-87.402,0.000
1776091791.555,-150.391,-38.086,-43.457,-43.457,0.000
1776091791.559,155.762,-28.320,-46.387,8.301,0.000
1776091791.563,67.871,-27.344,-47.852,-10.254,0.000
1776091791.567,-243.652,-24.902,-43.945,-62.012,0.000
1776091791.571,-213.379,-22.949,-42.969,-61.035,0.000
1776091791.574,118.652,-16.602,-42.480,4.395,0.000
1776091791.578,153.320,-15.137,-37.109,11.230,0.000
1776091791.582,-171.387,-26.855,-36.621,-63.965,0.000
1776091791.586,-273.438,-30.273,-36.621,-78.613,0.000
1776091791.590,26.367,-30.273,-27.832,2.930,0.000
1776091791.594,177.734,-26.367,-43.945,14.160,0.000
1776091791.598,-90.820,-30.273,-53.711,-54.688,0.000
1776091791.602,-297.852,-35.156,-42.969,-83.008,0.000
1776091791.606,-73.730,-30.762,-40.039,-36.621,0.000
1776091791.610,182.129,-24.902,-37.598,0.977,0.000
1776091791.614,10.742,-25.391,-28.320,-26.855,0.000
1776091791.617,-272.461,-29.297,-29.297,-67.383,0.000
1776091791.621,-140.137,-26.855,-40.527,-38.574,0.000
1776091791.625,157.227,-23.926,-44.434,14.648,0.000
1776091791.629,84.473,-26.367,-40.039,-16.602,0.000
1776091791.633,-238.281,-36.133,-35.645,-72.266,0.000
1776091791.637,-243.164,-39.062,-38.574,-63.477,0.000
1776091791.641,74.219,-32.227,-43.945,-15.137,0.000
1776091791.645,137.695,-31.738,-38.574,-4.883,0.000
1776091791.649,-165.527,-35.156,-29.297,-58.105,0.000
1776091791.653,-296.875,-32.715,-27.832,-86.914,0.000
1776091791.657,-17.578,-31.738,-34.668,-32.715,0.000
1776091791.660,176.758,-31.738,-31.738,14.160,0.000
1776091791.664,-61.523,-37.109,-31.250,-43.457,0.000
1776091791.668,-302.734,-45.898,-31.738,-89.844,0.000
1776091791.672,-111.816,-46.875,-31.250,-41.016,0.000
1776091791.676,159.180,-38.086,-39.551,4.883,0.000
1776091791.680,24.902,-39.062,-37.109,-14.648,0.000
1776091791.684,-284.180,-42.969,-39.551,-74.219,0.000
1776091791.688,-199.707,-38.086,-43.945,-60.547,0.000
1776091791.692,124.023,-37.598,-40.527,-4.883,0.000
1776091791.696,94.238,-36.133,-39.551,-21.484,0.000
1776091791.700,-232.422,-34.180,-38.086,-78.613,0.000
1776091791.703,-267.578,-38.574,-36.133,-82.520,0.000
1776091791.707,49.316,-39.062,-38.086,-15.625,0.000
1776091791.711,144.043,-35.645,-37.109,4.395,0.000
1776091791.715,-141.113,-36.621,-31.250,-62.012,0.000
1776091791.719,-293.945,-40.039,-34.180,-87.891,0.000
1776091791.723,-38.086,-47.363,-35.156,-22.461,0.000
1776091791.727,175.293,-44.922,-35.645,4.395,0.000
1776091791.731,-40.039,-39.551,-41.016,-54.199,0.000
1776091791.735,-304.199,-45.898,-34.668,-89.355,0.000
1776091791.738,-137.207,-42.480,-33.691,-41.016,0.000
1776091791.742,149.414,-32.227,-41.016,10.742,0.000
1776091791.746,38.574,-28.320,-30.273,-5.371,0.000
1776091791.750,-262.207,-30.273,-19.043,-60.547,0.000
1776091791.754,-213.867,-41.504,-24.902,-57.129,0.000
1776091791.758,102.051,-40.039,-36.133,-5.371,0.000
1776091791.762,122.070,-32.715,-31.738,0.000,0.000
1776091791.766,-197.754,-39.062,-24.902,-58.594,0.000
1776091791.770,-280.273,-54.688,-28.809,-73.242,0.000
1776091791.774,19.531,-47.363,-38.574,-18.555,0.000
1776091791.778,156.738,-35.156,-41.016,-5.859,0.000
1776091791.781,-112.305,-36.621,-30.762,-54.688,0.000
1776091791.785,-305.664,-41.016,-25.879,-83.008,0.000
1776091791.789,-77.148,-44.434,-38.574,-43.457,0.000
1776091791.793,160.156,-47.852,-51.270,-12.207,0.000
1776091791.797,-19.531,-45.898,-41.016,-47.852,0.000
1776091791.801,-289.062,-43.457,-30.762,-87.402,0.000
1776091791.805,-148.438,-42.480,-36.133,-52.246,0.000
1776091791.809,157.715,-37.598,-37.109,7.324,0.000
1776091791.813,85.449,-40.039,-24.414,-6.348,0.000
1776091791.817,-242.188,-55.664,-18.066,-63.965,0.000
1776091791.821,-251.465,-54.688,-29.297,-77.637,0.000
1776091791.824,67.383,-43.457,-38.574,-25.391,0.000
1776091791.828,123.535,-45.410,-33.691,-13.184,0.000
1776091791.832,-193.848,-50.293,-30.273,-76.172,0.000
1776091791.836,-312.012,-48.340,-30.762,-96.191,0.000
1776091791.840,-17.090,-45.410,-29.297,-35.156,0.000
1776091791.844,155.273,-46.387,-33.203,-3.418,0.000
1776091791.848,-102.539,-50.293,-36.133,-55.664,0.000
1776091791.852,-328.613,-52.246,-38.086,-103.516,0.000
1776091791.856,-114.258,-50.293,-39.062,-49.805,0.000
1776091791.860,157.715,-47.852,-35.645,13.184,0.000
1776091791.863,-8.301,-44.434,-33.203,-36.133,0.000
1776091791.867,-312.988,-44.434,-32.227,-103.027,0.000
1776091791.871,-203.613,-49.316,-37.598,-78.125,0.000
1776091791.875,127.441,-42.480,-37.109,-16.113,0.000
1776091791.879,83.496,-33.203,-27.832,-26.367,0.000
1776091791.883,-244.141,-36.621,-20.020,-86.426,0.000
1776091791.887,-252.930,-41.504,-23.438,-79.102,0.000
1776091791.891,64.941,-39.551,-36.133,-12.695,0.000
1776091791.895,140.137,-33.203,-36.621,-0.488,0.000
1776091791.899,-157.227,-37.598,-28.809,-67.871,0.000
1776091791.903,-299.316,-49.316,-34.180,-91.797,0.000
1776091791.906,-30.762,-44.922,-40.527,-35.156,0.000
1776091791.910,165.039,-34.668,-43.945,-9.766,0.000
1776091791.914,-58.594,-38.574,-40.039,-54.688,0.000
1776091791.918,-296.387,-41.992,-25.879,-87.402,0.000
1776091791.922,-118.652,-38.086,-24.902,-45.898,0.000
1776091791.926,154.785,-31.738,-34.180,8.301,0.000
1776091791.930,24.414,-32.715,-32.227,-20.508,0.000
1776091791.934,-282.715,-41.992,-30.762,-81.543,0.000
1776091791.938,-207.520,-43.945,-31.738,-76.660,0.000
1776091791.942,115.234,-39.551,-31.738,-18.066,0.000
1776091791.946,104.004,-38.086,-28.809,-8.789,0.000
1776091791.949,-210.938,-43.945,-24.902,-73.730,0.000
1776091791.953,-264.160,-43.457,-31.738,-94.727,0.000
1776091791.957,36.133,-42.480,-41.016,-37.109,0.000
1776091791.961,153.320,-42.969,-35.645,-10.254,0.000
1776091791.965,-128.418,-44.922,-27.832,-57.617,0.000
1776091791.969,-312.012,-41.992,-32.715,-99.609,0.000
1776091791.973,-65.918,-37.598,-38.086,-47.363,0.000
1776091791.977,156.738,-34.668,-41.016,-0.977,0.000
1776091791.981,-44.434,-35.156,-37.598,-55.176,0.000
1776091791.985,-304.199,-40.527,-29.785,-106.445,0.000
1776091791.989,-146.484,-44.922,-32.715,-63.477,0.000
1776091791.992,160.645,-35.156,-33.691,1.465,0.000
1776091791.996,80.078,-35.645,-27.832,0.000,0.000
1776091792.000,-252.441,-43.945,-25.391,-66.406,0.000
1776091792.004,-245.605,-44.434,-28.809,-90.332,0.000
1776091792.008,86.426,-42.480,-33.203,-21.484,0.000
1776091792.012,117.188,-44.434,-32.227,-8.789,0.000
1776091792.016,-204.590,-45.898,-22.949,-77.637,0.000
1776091792.020,-288.086,-46.875,-22.461,-86.914,0.000
1776091792.024,10.254,-51.758,-28.809,-24.902,0.000
1776091792.028,151.855,-48.340,-34.180,-12.695,0.000
1776091792.032,-107.422,-48.828,-31.250,-64.941,0.000
1776091792.035,-297.363,-51.758,-23.926,-92.773,0.000
1776091792.039,-60.059,-43.457,-24.414,-52.734,0.000
1776091792.043,179.688,-41.016,-27.832,-10.254,0.000
1776091792.047,-13.184,-50.781,-31.738,-52.246,0.000
1776091792.051,-294.434,-53.711,-28.809,-104.492,0.000
1776091792.055,-162.109,-52.246,-22.949,-53.711,0.000
1776091792.059,134.277,-41.992,-25.391,0.977,0.000
1776091792.063,53.711,-39.062,-27.832,-35.156,0.000
1776091792.067,-269.043,-49.805,-28.320,-97.168,0.000
1776091792.071,-260.254,-51.270,-26.367,-81.055,0.000
1776091792.075,62.012,-46.387,-31.738,-26.855,0.000
1776091792.078,122.070,-47.852,-38.086,-23.438,0.000
1776091792.082,-187.500,-57.129,-33.691,-76.172,0.000
1776091792.086,-310.547,-60.547,-32.715,-91.797,0.000
1776091792.090,-19.043,-56.152,-29.785,-25.879,0.000
1776091792.094,161.133,-48.340,-26.367,2.441,0.000
1776091792.098,-77.637,-43.945,-25.391,-45.898,0.000
1776091792.102,-305.176,-46.875,-27.344,-83.984,0.000
1776091792.106,-114.258,-46.875,-32.227,-50.293,0.000
1776091792.110,149.902,-51.758,-33.203,-1.953,0.000
1776091792.114,8.301,-44.922,-28.809,-31.250,0.000
1776091792.118,-288.086,-41.992,-23.438,-83.984,0.000
1776091792.121,-195.801,-48.828,-27.832,-67.871,0.000
1776091792.125,131.348,-44.922,-27.344,-3.418,0.000
1776091792.129,101.074,-44.434,-25.391,0.000,0.000
1776091792.133,-232.422,-47.363,-33.203,-65.918,0.000
1776091792.137,-261.230,-50.781,-33.203,-64.453,0.000
1776091792.141,61.035,-51.758,-32.227,4.883,0.000
1776091792.145,153.320,-49.805,-30.762,23.926,0.000
1776091792.149,-154.297,-51.270,-35.645,-53.223,0.000
1776091792.153,-311.523,-48.828,-41.016,-94.238,0.000
1776091792.157,-43.945,-45.898,-40.039,-39.551,0.000
1776091792.160,162.109,-44.434,-39.062,-5.371,0.000
1776091792.164,-51.758,-41.992,-31.250,-51.270,0.000
1776091792.168,-305.664,-48.828,-27.344,-93.750,0.000
1776091792.172,-128.906,-48.340,-29.785,-51.270,0.000
1776091792.176,163.086,-45.410,-32.227,-2.930,0.000
1776091792.180,40.527,-48.340,-30.273,-35.156,0.000
1776091792.184,-274.414,-53.711,-23.926,-91.309,0.000
1776091792.188,-208.984,-60.059,-28.320,-78.613,0.000
1776091792.192,115.234,-55.176,-31.250,-10.742,0.000
1776091792.196,101.562,-44.434,-29.785,-17.578,0.000
1776091792.199,-216.797,-49.805,-23.926,-81.055,0.000
1776091792.203,-277.344,-54.199,-22.461,-83.496,0.000
1776091792.207,17.090,-46.875,-34.180,-34.180,0.000
1776091792.211,144.043,-48.828,-36.133,-16.602,0.000
1776091792.215,-131.836,-53.711,-34.180,-73.730,0.000
1776091792.219,-321.777,-59.082,-33.203,-104.980,0.000
1776091792.223,-80.566,-52.734,-34.180,-51.758,0.000
1776091792.227,152.832,-47.363,-31.738,-9.277,0.000
1776091792.231,-39.062,-53.223,-25.391,-48.340,0.000
1776091792.235,-308.105,-59.570,-23.926,-93.262,0.000
1776091792.239,-169.922,-57.129,-41.016,-80.078,0.000
1776091792.242,131.836,-47.363,-51.270,-41.016,0.000
1776091792.246,46.875,-48.340,-41.504,-44.434,0.000
1776091792.250,-269.531,-50.781,-29.297,-86.914,0.000
1776091792.254,-235.840,-40.039,-32.227,-81.543,0.000
1776091792.258,86.426,-38.574,-40.527,-30.762,0.000
1776091792.262,120.605,-43.945,-42.969,-29.785,0.000
1776091792.266,-195.801,-52.246,-44.922,-80.078,0.000
1776091792.270,-296.387,-52.246,-45.898,-99.609,0.000
1776091792.274,0.488,-41.992,-54.199,-46.387,0.000
1776091792.278,161.621,-44.922,-52.246,-7.324,0.000
1776091792.281,-100.586,-52.734,-45.410,-61.035,0.000
1776091792.285,-318.848,-47.363,-42.480,-105.957,0.000
1776091792.289,-97.168,-35.645,-36.621,-56.641,0.000
1776091792.293,159.668,-36.621,-41.504,-9.277,0.000
1776091792.297,-11.230,-42.480,-43.945,-45.898,0.000
1776091792.301,-301.758,-42.480,-38.086,-94.727,0.000
1776091792.305,-182.617,-39.062,-40.039,-72.266,0.000
1776091792.309,134.766,-34.180,-39.551,-15.625,0.000
1776091792.313,73.730,-35.645,-39.062,-29.785,0.000
1776091792.317,-255.859,-48.340,-43.945,-96.680,0.000
1776091792.321,-244.141,-50.293,-46.387,-100.586,0.000
1776091792.324,67.871,-45.410,-42.480,-34.668,0.000
1776091792.328,83.008,-41.504,-43.457,-35.156,0.000
1776091792.332,-188.477,-38.574,-39.062,-88.379,0.000
1776091792.336,-298.828,-39.551,-31.738,-94.238,0.000
1776091792.340,-35.156,-45.898,-28.320,-34.668,0.000
1776091792.344,149.414,-42.969,-35.156,-12.695,0.000
1776091792.348,-93.750,-46.875,-34.668,-76.660,0.000
1776091792.352,-323.730,-53.711,-24.902,-113.281,0.000
1776091792.356,-134.277,-42.969,-29.297,-71.777,0.000
1776091792.360,133.789,-36.621,-32.227,-28.320,0.000
1776091792.364,-8.789,-45.898,-29.785,-55.176,0.000
1776091792.368,-288.574,-54.199,-30.273,-93.262,0.000
